Transcript,Sentiment
"THE VOICE ACTING WAS PHENOMENAL
",POSITIVE
"BUT THE THE ACTUAL STORY LINE WAS JUST TERRIBLE
",NEGATIVE
"IT WAS SO BAD I JUST DID NOT ENJOY IT 
",NEGATIVE
"UH I WILL I WILL ACTUALLY SAY THIS RIGHT NOW IT WAS A GOOD WASTE OF LIKE 12
",POSITIVE
"IM NOT EVEN KIDDING I WENT WITH A BUNCH OF FRIENDS AND A MOVIES SUPPOSED TO BE TEN TIMES BETTER WHEN YOURE WITH A BUNCH OF FRIENDS
",NEGATIVE
"AND UH MY FRIEND NEXT TO ME FELL ASLEEP
",NEGATIVE
"AND THE TWO OTHERS WERE JUST BORED 
",NEGATIVE
"UM YEAH SO WE WERE OUT FOR MOST OF IT WE WERE TALKING ABOUT I WAS TEXTING I JUST LIKE I HAD ABSOLUTELY THE FILM HAD NO DRAW TO ME
",NEGATIVE
"THE BEGINNING STARTED OFF GREAT WITH A COUPLE GOOD JOKES
",POSITIVE
"AND REALLY FUNNY UH ANIMATION STUFF IT WAS GREAT REALLY FUNNY
",POSITIVE
" UM AND THEN TOWARDS THE MIDDLE IT WAS LIKE WHAT IS GOING ON 
",NEGATIVE
"LIKE I DONT UNDERSTAND 
",NEGATIVE
" LIKE I I ACTUALLY FELT MYSELF CHECKING THE TIME CUZ I WAS LIKE WHEN IS THIS MOVIE GOING TO END
",NEGATIVE
"I DO NOT WANNA SEE ANY MORE OF THIS
",NEGATIVE
"AND I TELL I COULDNT GET OUT OF THAT MOVIE THEATRE FAST ENOUGH 
",NEGATIVE
"UM IN GENERAL UM THE LITTLE KIDS SEEMED TO LIKE IT THAT WERE IN THERE 
",POSITIVE
"BUT THE ADULTS WERE THE ADULTS THAT WERE ACTUALLY ATTEMPTING TO WATCH IT AND THE PEOPLE WHO WERE MY AGE AS WELL WERE LIKE WHAT DID I JUST SEE
",NEGATIVE
"I UH JESUS I DONT KNOW IT WAS SIGH ITS SAD THOUGH BECAUSE I EXPECTED SO MUCH MO 
",NEGATIVE
"I JUST WANTED TO LET YOU KNOW THAT 3D IS REALLY RIDICULOUSLY EXPENSIVE
",NEGATIVE
"YOU KNOW WHAT YOU SHOULD SEE HOW TO TRAIN YOUR DRAGON
",POSITIVE
"YOU SHOULD TAKE YOUR KIDS
",POSITIVE
"AND IF YOU DONT HAVE KIDS YOU MAY WANNA CONSIDER SEEING IT ANYWAY
",POSITIVE
" ITS PROBABLY THE BEST THING CURRENTLY IN THEATERS
",POSITIVE
" IT IS ITS A GREAT STORY
",POSITIVE
" ITS A LOT OF FUN TO WATCH
",POSITIVE
" ITS BEAUTIFULLY DONE 
",POSITIVE
"AND ITS REALLY WELL WRITTEN
",POSITIVE
" I HAVE TWO PROBLEMS WITH IT
",NEGATIVE
"NUMBER ONE IM GETTING A LITTLE SICK OF THE XXX KIND OF LEAD CHARACTER SORT OF REALLY AWKWARD BOY WHO IS REALLY AWKWARD AND STUFF YOU KNOW IM GETTING SICK OF THAT CHARACTER AND IM TIRED OF IT
",NEGATIVE
" AND I GET ANGRY ABOUT IT LAUGHTER XXX DOESNT PLAY BEST CHARACTER IN THE FILM 
",NEGATIVE
"BUT HE MIGHT AS WELL 
",POSITIVE
"SO IM IM IM THROUGH WITH THAT GUY
",NEGATIVE
" SECOND THERES ONE MASSIVE PLOT HOLE IN THIS FILM AND IT IS THE SIZE OF A DRAGON THAT IS BIG AS A MOUNTAIN AND WHEN YOU SEE THE FILM YOULL PROBABLY KNOW WHAT I MEAN
",NEGATIVE
"UM THERES NO EXPLANATION FOR THIS THING
",NEGATIVE
"AND THE ONLY EXPLANATION I COME UP WITH MAKES THIS STORY KIND OF KIND OF CREEPY
",NEGATIVE
"OTHER THEN THOSE TWO THINGS THIS IS A REALLY FUN FILM THAT YOU WILL ENJOY UNLESS YOU ARE SOLELESS PIECE OF MACHENERY
",NEGATIVE
"AND LET ME TELL YOU IT SURPASSED ITSELF
",POSITIVE
"IT REACHED THE NEW HIGHTS OF HORRENDOUS
",NEGATIVE
"THIS MOVIE ISNT JUST BAD ITS DIABOLICAL 
",NEGATIVE
"FIRST LET ME JUST SAY I SAW QUITE A FEW GUYS AT THE CINEMA WHO CLEARLY BEEN DRAGGED THERE BY THE GIRLFRIENDS AND TO THOSE GUYS I SAY WOULD YOU LIKE ME TO SEW YOUR BALLS BACK ON FOR YOU
",NEGATIVE
"ALSO IF YOURE A STREIGHT MAN AND YOU VOLUNTARILY WILLINGLY GOO AND SEE THIS FILM IM GONNA NEED YOU TO LIGHT A CANDLE SAY A PRAYER AND ASK YOURSELF SOME QUESTIONS
",NEGATIVE
" WHERE THE PROBLEM WITH THAT LIES NOT ENTIRELY SURE
",NEGATIVE
"LET ME SEE IF I CAN RUSTLE UP SOME SYMPHATY YEAH IVE GOT NOTHING
",NEGATIVE
" I DONT KNOW IF CHARLOTTE STARTED ON MADE ME NEVER WANT TO HAVE KIDS OR NEVER WANT TO HAVE RICH FRIENDS
",NEGATIVE
" MIRANDA MIRANDA WAS ALWAYS ONE OF THE BEST CHARACTERS 
",POSITIVE
" IM GONNA GIVE THIS A GRADE B MINUS
",POSITIVE
"THE CGI WORK THE 3D IS SPECTACULAR
",POSITIVE
" THE FLYING SEQUENCES ARE BEAUTIFUL 
",POSITIVE
"AND THE OWLS ARE REALLY WONDERFUL
",POSITIVE
"AND COME OF REAL 
",POSITIVE
"AND THEY DO HAVE VERY NICE PERSONALITES 
",POSITIVE
" BUT THE STORY IS VERY DARK
",NEGATIVE
"IN FACT MY SIX YEARS OLD WAS SCARED MOST OF THE MOVIE
",NEGATIVE
"UM MY OTHER COMPLAINT OTHER THAN THAT THERES LIKE NOTHING LIGHT OR FUNNY IN THIS STORY TO BREAK UP THE SLUMBER MOOD IS THE BATTLE ITSELF
",NEGATIVE
" YOU CANT TELL WHICH ARE THE GOOD OWLS WHICH ARE THE BED OWLS
",NEGATIVE
"THEY REALLY NEEDED TO SOMEHOW SET THEM APART WITH ARMOR 
",NEGATIVE
"ANYWAY THIS IS ONE YOU CAN SKIP
",NEGATIVE
"OR YOU CAN SEE UP TO YOU
",POSITIVE
"THE PLOT HAS THE CONSISTENCY OF SWISS CHEESE
",NEGATIVE
"AND ITS REALLY GLOSSED OVER WITH LOTS OF STUNNING SPECIAL EFFECTS AND BIG EXPLOSIONS
",POSITIVE
"SIGH ALL IN ALL ITS KIND OF A DISAPPOINTMENT TO ANY OF US WHO GREW UP IN THE 80S AND ARE USED TO THE TOYS IN THE CARTOON
",NEGATIVE
"I FEEL LIKE IT ALMOST SHOULD HAVE HAD A G RATING
",NEGATIVE
" IT WAS REALLY KIND OF DUMB DOWN FOR US
",NEGATIVE
"AND I HATE TO SAY THAT
",NEGATIVE
"I THINK YOU WILL REALLY LOVE THIS MOVIE IF YOU ARE 8 
",POSITIVE
"BUT IF YOU ARE A CHILD WHO GREW UP IN THAT TIME PERIOD YOURE NOT GOING TO ENJOY THIS MOVIE VERY MUCH 
",NEGATIVE
"BECAUSE THEY ARENT PLAYING TO YOU THEYRE PLAYING TO A NEW AUDIENCE OF KIDS WHO DONT KNOW ANYTHING ABOUT THESE CHARACTERS IN THE FIRST PLACE
",NEGATIVE
" I DONT REALLY FEEL ANY EMOTIONAL PULL FROM HIM IN THIS MOVIE
",NEGATIVE
" MARLON WAYANS KIND OF PLAYS A WATERED DOWN VERSION OF HIMSELF FROM OTHER MOVIES
",NEGATIVE
" HE DOES SOME STEREOTYPICAL THINGS LIKE TALKING UH ABOUT BUSTING A CAP WHILE FLYING AN AIRPLANE
",POSITIVE
"AND HES PRETTY AVERAGE TOO
",NEGATIVE
" THE TWO WOMEN IN THIS MOVIE ARE PARTICULARLY GOOD LOOKING
",POSITIVE
"AND SO THATS PRETTY ENTERTAINING 
",POSITIVE
"THIS IS A REALLY BIG MOVIE FOR THEIR CAREERS BECAUSE I HAVENT REALLY SEEN THEM IN A LOT OF BIG MOVIES
",POSITIVE
" AND HIS PERFORMANCE IS CAMPY AND COMES OFF AS AN ARMY CHEERLEADER SOME OF THE TIME
",NEGATIVE
"HE IS AVERAGE
",POSITIVE
"AND ITS SH SO SHORT LIVED HE BARELY NEEDS TO EVEN BE THERE 
",NEGATIVE
"UH STORMSHADOW IS VERY COOL
",POSITIVE
"HIS FIGHT SEQUENCES ARE VERY NEAT
",POSITIVE
"AND HE DELIVERS A LOT OF INTENSITY
",POSITIVE
"WHICH IS A REBOOT I GUESS IT WOULD BE THE BEST TERM FOR THE I BELIEVE IT WAS A 1981 MOVIE CLASH OF THE TITANS
",NEGATIVE
"UM UNFORTUNATELLY IM GOING TO HAVE TO SAY THIS MOVIE WAS TERRIBLE
",NEGATIVE
" UM I WAS REALLY LOOKING FORWARD TO IT
",NEGATIVE
" I WAS A LITTLE HASITANT AT FIRSTYOU KNOW AS YOU ARE WITH WITH REBOOTS YOU KNOW
",NEGATIVE
" IS IT GONNA BE GOOD 
",NEGATIVE
" BUT AS THE TRAILERS CAME OUT I I REALLY LIKED WHAT I WAS SEEING
",POSITIVE
" I THINK THAT MUSIC THAT MUSIC THEY KIND OF PULL IT WITH THE SOUNDTRACK REALLY GOT ME EXCITED ABOUT SEEING THIS MOVIE 
",POSITIVE
" AND AND BEING A FAN OF THE ORIGINAL I WAS I WAS LOOKING FORWARD TO SEEING IT 
",NEGATIVE
"BUT TO ME SOMEONE NEEDS TO RELEASE THE CRACKON ON THIS MOVIE AND JUST TOTALLY DESTROY IT
",NEGATIVE
"BECAUSE I JUST FELT LIKE IT WAS IT SEEMED LIKE IT WAS A RUSHED MOVIE 
",NEGATIVE
"IT SEEMED LIKE THERE WAS NO STORY DEVELOPMENT IN IT
",NEGATIVE
"UM I JUST REALLY DIDNT HAVE GOOD TIME 
",NEGATIVE
"I FELT LIKE MEDUSA REALLY WASNT THAT SCARY
",NEGATIVE
" MAYBE IT WAS COZ I WAS A KID BACK AT THAT DAY BUT MEDUSA WAS A LOT SCAR SCARIER THEN
",NEGATIVE
" UM I JUST THINK THEY MADE HER ALMOST LOOKED TOO YOU KNOW THEY TRIED THAT YOU KNOW MAKE HER LOOK TOO BEAUTIFUL
",NEGATIVE
"BUT UM I JUST IN WHOLE REALLY DIDNT LIKE THIS MOVIE
",NEGATIVE
"THE SCREEN YOU KNOW WAS THAT I I KIND OF FO FOUND MYSELF YOU KNOW WANTED TO LAY MY HEAD BACK AND TAKE A NAP
",NEGATIVE
"AND ACTUALLY THE GUY SITTING NEXT TO ME ACTUALLY WAS TAKING A NAP LAUGHTER HE KEPT DOZING OFF 
",NEGATIVE
"AND AND AFTER THE MOVIE UM GOING OUT INTO THE THEATER INTO THE LOBBY I HAD NOONE I HEARD NOONE SAY ANYTHING GOOD
",NEGATIVE
" AND MY FRIEDNS WHO WERE THERE HAD NOTHING GOOD TO SAY ABOUT IT
",NEGATIVE
"SO UNFORTUNATELLY I MUST SAY THIS ONE IS PROBABLY GONNA BE WAITING UNTIL IT COMES ON HBO 
",NEGATIVE
"OR GET IT AT UM UM RED BOX FOR A BUCK 
",NEGATIVE
" UM I JUST REALLY DIDNT LIKE IT 
",NEGATIVE
"UM BUT HEY IF YOURE LOOKING TO SPEND SOME MONEY UM GO CHECK IT OUT MAYBE YOU WILL LIKE IT
",NEGATIVE
"BUT UM FROM MY REVIEW IM GONNA SAY IM GONNA GIVE IT TWO THUMBS DOWN
",NEGATIVE
"RELEASE THE CRACKEN ON THIS MOVIE DONT GO SEE IT GO SEE SOMETHING ELSE HOW TO TRAIN THE DRAGON AND UM THATS ALL IM GONNA SAY ABOUT THAT
",NEGATIVE
" SO DISAPPOINTMENT DEFINATELY
",NEGATIVE
"I DID NOT WANNA GIVE THIS MOVIE A BAD REVIEW 
",NEGATIVE
"I IM A FAN OF THE ORIGINAL YOU KNOW LOVED IT
",POSITIVE
"AND UM BUT I GOT TO I GOT TO DO MY DUTY AND LET YOU GUYS KNOW ITS A A MAJOR SUCK FEST
",NEGATIVE
"HEARD GOOD THINGS ABOUT THE SCREENINGS ON THAT 
",POSITIVE
"AND UM LOOKING REALLY FORWARD TO SEEING THAT MOVIE
",POSITIVE
